	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
Conjugative_transfer	5958	2693	720	4550	1601	1482	5372	0	1729	2	3448	5484	2628	2340	874	0	8313	0	3076	5	0	5	0	797	738	0	3715	7167	4153	3592
Conjugative_transfer_related_cluster	19471	21091	23225	18206	21895	23736	8003	15568	23444	15306	0	16715	20117	9658	14564	15765	21207	18338	17644	16732	12146	16519	17782	8813	13252	17209	10553	12445	16845	10610
Conjugative_transposon,_Bacteroidales	4785	1473	6439	3236	6116	6704	10593	164969	8085	168622	8747	22299	20730	1166	17858	187829	177440	208953	5280	5790	178117	193313	152295	2819	157822	152293	9831	9486	4361	9618
Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria	3028	2874	3260	2891	1995	2907	0	994	4473	1920	0	0	0	1990	0	1328	2037	716	2362	3321	1739	670	1947	0	4044	2192	0	0	2863	0
Conserved_cluster_around_inner_membrane_protein_gene_yghQ,_probably_involved_in_polysaccharide_biosynthesis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	52	0	0	0	0	0
Conserved_cluster_in_Enterobacteriaceae_downstream_from_YqjA,_a_DedA_family_protein	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1260	0	0	0	0	39	0	0	17	0	0	0	0	0
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	211094	232183	214244	204661	218525	237282	91041	83632	178683	89318	86888	85999	174071	108695	102624	100347	86933	102382	223101	180227	68710	77799	77259	148931	72503	76291	105638	84013	194816	102956
Conserved_gene_cluster_possibly_involved_in_RNA_metabolism	38654	37277	34438	37255	34231	39636	30665	19398	36056	17487	32568	48097	57409	24092	32412	19463	17352	23301	43165	38463	13843	17270	17322	26988	15527	16528	25483	26877	32819	25388
Control_of_Swarming_in_Vibrio_and_Shewanella_species	0	170	846	380	0	0	0	0	188	0	0	0	0	108	39	0	0	0	95	239	0	0	0	0	0	0	0	0	0	0
Control_of_cell_elongation_-_division_cycle_in_Bacilli	25615	24216	21412	21578	24258	24114	13702	4681	15046	4234	17012	20284	26702	16833	14314	5031	4400	5965	28865	16177	3811	4552	4153	17954	3624	4003	13276	12037	21504	12656
Copper_homeostasis	5905	11516	12653	7407	42310	9287	3983	0	4958	0	5485	8546	12295	3690	9322	0	637	0	8472	6038	0	0	0	7759	13060	0	4642	5464	41808	4612
Copper_homeostasis:_copper_tolerance	11164	15551	15340	12143	13889	14858	0	4356	11521	4778	0	0	0	6669	8231	5856	5109	4933	13436	12619	4631	803	4220	10490	3490	3738	4608	0	9531	4604
Core_Oligosaccharide_Glycosylation_in_Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
Creatine_and_Creatinine_Degradation	3900	9387	6003	6539	8235	7926	2961	2419	4886	3704	2707	7246	11758	2258	8750	2139	2741	2606	8327	5044	2793	2089	1938	5007	1266	2353	6473	5042	3133	6479
Curli_production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	5	0	0	20	0	0	0	0	0
Cyanate_hydrolysis	0	0	0	0	0	0	0	2828	0	2723	0	0	0	0	0	3596	2653	3077	8316	0	2613	2816	3163	0	2665	2832	0	0	6659	0
Cyanophycin_Metabolism	0	194	1522	570	0	0	6460	10005	425	8851	0	0	0	252	0	9275	10995	12012	0	448	6959	9176	8390	0	9276	8727	0	0	152	0
Cysteine_Biosynthesis	46691	45436	48367	38901	34882	48265	53396	52464	46691	48255	22866	53563	94362	29483	40362	56445	50741	57559	35983	43027	42176	45895	50298	50356	43657	45982	23974	28885	42021	22613
CytR_regulation	1909	3340	3063	2007	3132	3003	782	0	1278	0	1299	1774	3813	1087	2729	0	516	0	2543	1851	0	237	0	2674	0	0	1283	1366	1565	1274
Cytochrome_B6-F_complex	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Alanyl_Lipoteichoic_Acid_Biosynthesis	15119	13200	11513	10858	13604	13374	5260	0	8161	0	6313	8045	10135	10342	5103	0	0	0	14933	11254	0	0	771	8759	1540	1306	7237	4537	11729	7198
D-Galacturonate_and_D-Glucuronate_Utilization	2815	1903	266	699	0	1628	0	178363	2216	160277	13	0	8	0	0	159275	180794	184250	76	42	158699	144923	170182	93	116573	138257	521	416	3063	171
D-Sorbitol(D-Glucitol)_and_L-Sorbose_Utilization	2502	2511	2588	1343	3905	3987	1116	1	395	0	3580	3314	4247	324	1528	0	1639	0	5343	3541	0	27	1	1770	68	0	849	0	1837	946
D-Tagatose_and_Galactitol_Utilization	20165	17379	14636	12770	19134	19945	15753	25618	15266	25152	14037	24523	27545	8009	15507	31074	28049	29335	21186	14143	23752	23892	22336	12832	21181	23484	13191	13652	16372	12887
D-allose_utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	8	0	0	12	0	4	90	0	0	0	0	33
D-galactarate,_D-glucarate_and_D-glycerate_catabolism	0	7321	7360	0	0	6141	0	1109	0	709	0	0	0	0	0	0	2903	939	0	0	461	623	0	4378	0	0	0	0	3864	0
D-galactonate_catabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556	0	0	0	0	81	0	0	15	0	0	0	0	0
D-gluconate_and_ketogluconates_metabolism	18997	22663	16208	15459	18230	22660	12539	18910	12806	15455	14580	20616	27137	11410	12773	20235	18556	21564	14208	16405	14831	17599	18757	21743	14692	14030	7003	11366	17190	6806
D-ribose_utilization	5303	5898	5401	4948	14537	6588	2998	3068	5400	11062	0	4039	7894	3325	4137	3576	3568	3635	17327	5217	11549	0	2770	4710	11176	3152	1968	2431	4803	1886
D-tyrosyl-tRNA(Tyr)_deacylase	0	0	0	0	0	0	0	3339	0	3248	0	0	0	0	0	3931	3589	0	0	0	2671	3325	3410	0	3000	3208	0	0	0	0
DMT_transporter	12010	18083	6122	0	20836	18970	0	5561	0	21525	0	0	0	0	0	7210	19342	7009	7508	0	20007	5294	20935	0	24698	5165	0	0	10421	4533
DNA-binding_regulatory_proteins,_strays	10029	11514	11367	8558	8917	10540	2312	26	11330	3325	1760	1648	5656	5953	2251	0	4510	136	8684	10054	0	22	3431	11074	4259	3374	619	1571	9029	589
DNA-replication	492562	464211	427933	440750	442851	503431	204127	275919	426591	262266	173769	314116	473732	267371	216969	316257	272144	330178	505371	440282	224682	253982	256762	353013	223391	257869	252692	187838	412954	248961
DNA_Repair_Base_Excision	150720	140481	132913	130513	135666	155580	28084	67422	132158	60171	11574	44506	163143	83435	54626	78106	62160	80318	155476	127618	51524	63353	65294	99103	55086	62253	39895	37241	126176	33956
DNA_gyrase_subunits	85957	83247	75117	83222	76930	91710	80411	43551	80547	37973	83221	129371	142138	54129	73615	44548	41445	53001	89403	85622	27596	36685	37682	60870	26973	37139	65321	68571	72256	63999
DNA_phosphorothioation	0	645	0	0	661	2183	0	737	2873	319	1750	0	0	1609	1	146	0	397	606	0	881	0	154	2970	7	0	0	0	0	0
DNA_processing_cluster	49448	52789	54187	50987	51186	58372	10218	29785	41794	28698	2728	47521	26853	24663	18908	32888	30466	36436	55776	51256	23317	26536	31012	36357	24198	30359	25095	28779	44287	24886
DNA_repair,_UvrABC_system	127794	117900	105818	117132	103091	131320	124549	74473	118615	68418	99661	154609	227849	76778	119117	85654	71665	95321	131075	121633	56180	68679	65426	94680	57379	67717	99202	82975	110236	97393
DNA_repair,_bacterial	133412	153581	147299	127290	165655	173147	61895	49220	130121	87340	43723	71843	133489	72376	47982	64201	85083	73133	163826	132335	59158	47757	48636	112422	72721	64311	83662	51326	144416	82117
DNA_repair,_bacterial_DinG_and_relatives	21047	21491	17768	16348	16302	20427	5535	0	13814	0	2739	1999	30930	2642	12239	0	456	0	18829	16865	0	0	0	16965	0	0	7306	11709	16756	7297
DNA_repair,_bacterial_MutL-MutS_system	93762	78733	71335	75791	77738	86214	58669	63928	79633	60491	31055	88995	109078	53865	43918	75999	62196	70012	94666	78538	55073	61091	63881	48042	60577	61704	58020	56261	76607	56755
DNA_repair,_bacterial_RecBCD_pathway	11338	9015	9226	10649	9482	9636	0	7603	9247	6471	0	0	0	0	5751	10237	7661	12119	11686	11054	7138	7732	7620	6680	7567	7198	8212	0	8771	8305
DNA_repair,_bacterial_RecFOR_pathway	118262	110659	100815	87856	104934	119962	38348	79371	76798	73662	19910	60666	88881	49964	17848	97109	73555	93645	118601	88110	66667	76585	77933	75136	61245	72701	56669	53698	98869	54677
DNA_repair,_bacterial_UmuCD_system	21269	23939	22073	19303	22103	25870	19683	10058	19794	8914	19910	32114	35473	12987	17848	10755	10058	12613	26558	21236	6489	8554	9264	14786	8143	9523	17120	17232	18282	16364
DNA_repair,_bacterial_UvrD_and_related_helicases	55312	54673	51130	49421	50422	59520	7767	20760	48768	22056	8675	10669	88172	32431	48461	24505	22137	24016	56046	53384	18770	3496	15979	43163	12734	19357	4908	6882	47035	4879
DNA_replication,_archaeal	1931	10553	9426	1400	9777	1987	1874	4677	2279	4430	0	0	3946	0	1223	5384	4573	5931	899	0	3700	4611	4510	2184	3509	4218	0	1139	1834	0
DNA_replication_cluster_1	95007	93811	86526	75730	85694	99108	55152	47398	71907	42015	35589	53413	101983	52592	32412	50371	43645	56440	99415	80189	35268	42603	44348	72712	34921	43047	59507	30279	78149	58210
DNA_structural_proteins,_bacterial	19413	30957	31211	18066	34661	33048	7190	875	16597	1548	10147	17902	33217	10656	22689	1158	1804	955	26981	19906	1145	1023	1258	22537	42	0	10718	12980	15653	10460
DNA_topoisomerases,_Type_I,_ATP-independent	54227	53534	55073	54635	51803	59646	44995	46990	53377	48120	40558	17758	85991	33506	51125	52813	50263	58675	55441	55659	39910	48026	44339	39969	43196	44151	36289	43889	45321	36429
DNA_topoisomerases,_Type_II,_ATP-dependent	133313	131917	117560	123857	119335	144597	121691	75413	121755	65443	127873	192785	229855	81715	119191	82590	70531	92416	137998	124848	53249	66493	65018	103342	52434	65413	95208	101728	114265	93582
DOE_COG2016	32588	30378	28429	28463	29377	32657	0	19526	24585	20490	0	0	0	0	0	22549	20445	23850	33960	0	18663	19539	21298	0	18169	18575	0	0	26675	0
De_Novo_Purine_Biosynthesis	244943	243195	218107	217778	214013	257422	207896	115507	216165	102376	182597	261966	387780	141213	210346	134807	111224	143988	255548	225974	89405	103919	100656	185674	96024	101141	142891	168359	210280	140449
De_Novo_Pyrimidine_Synthesis	158872	138599	131559	137046	123053	153352	107143	87617	146789	82289	100725	146118	201469	80959	86476	101554	88245	106219	156346	118780	77125	79245	82548	123453	79398	83003	88267	85967	136147	87983
DedA_family_of_inner_membrane_proteins	4337	4667	4296	0	4125	5123	0	1589	4700	1816	0	0	0	2872	0	1713	2335	2088	0	4048	1979	1331	2283	5291	1529	1421	0	0	4028	0
Dehydrogenase_complexes	90294	99549	90024	74672	89669	103568	114082	8604	78583	11413	50436	133122	198509	53630	95751	13572	12701	8761	91612	75422	15408	6300	12797	97699	20876	11864	60378	69411	79914	59014
Denitrification	37514	33816	36442	26931	31368	41128	43478	0	41401	1196	30322	38212	80028	22341	31295	0	0	264	23397	25044	0	0	0	33847	0	0	16054	28563	37141	15480
Deoxyribose_and_Deoxynucleoside_Catabolism	35687	39297	44774	35523	48595	42799	9430	17595	24786	27479	7265	26793	31543	17752	16623	21298	22195	20281	45255	32429	24208	18092	18350	18461	26861	18827	21268	15939	28588	20960
Dihydroxyacetone_kinases	1598	1245	1811	0	1603	1467	0	0	1444	566	0	0	3314	0	1386	611	632	1206	2206	0	808	0	689	0	3358	0	2130	1764	1366	1996
Dimethylarginine_metabolism	0	0	0	0	756	0	0	3926	902	5239	0	0	3425	0	0	2534	4248	4680	0	0	4986	3430	3448	0	1447	1203	2819	1995	0	2744
Dipeptidases_(EC_3.4.13.-)	3803	19206	18060	3273	20790	4405	0	17011	2682	16063	0	0	0	2819	0	21393	17034	18497	25588	17054	14624	16053	16508	9423	15473	15330	0	0	2880	0
Disulphide_related_cluster	1754	730	0	0	0	0	0	7144	0	6227	1032	1593	0	0	648	9485	7009	8083	0	0	6387	6529	8636	282	11084	8764	1287	2005	1407	1241
Divergent_RNA_modification_related_clusters	3523	3377	2964	2898	2989	2779	1931	0	1481	0	1932	2705	3410	2547	1360	0	0	0	4522	2580	0	0	0	5074	0	0	5048	1511	2740	5028
Dolichol_metabolism	0	0	0	0	0	0	0	1486	0	1491	0	0	0	0	0	2283	1619	1468	0	0	1567	1840	1728	0	2302	1880	0	0	0	0
EC49-61	40629	62230	52775	41940	57181	54693	13379	28773	32061	31240	0	23315	23783	16331	27396	35231	31539	38563	57091	45339	31140	31653	33575	38732	30058	30178	13076	11738	34107	12736
EC699-706	12922	21091	17507	10204	13869	17297	0	4547	12929	4560	0	7158	0	3815	0	6757	4844	5409	11641	7608	4751	5152	5392	6097	4924	4768	6499	2076	9985	6355
ECF_class_transporters	9988	23128	21659	26135	22795	21358	9768	334	21664	674	2271	17778	6650	3396	16597	0	161	2365	37802	25192	5	211	0	17913	0	0	24390	2255	17133	24217
ESAT-6_proteins_secretion_system_in_Firmicutes	0	3628	0	0	20	16	5272	0	0	133	10137	10624	9947	0	4977	0	123	78	56	248	1	1254	17	6286	0	27	0	3365	0	1
EcsAB_transporter_affecting_expression_and_secretion_of_secretory_preproteins	2703	4057	2147	3256	2241	3588	1869	0	1060	1	1327	3007	3526	1693	1013	0	0	10	4920	1976	0	0	0	3454	0	1	2865	1437	3114	2808
Encapsulating_protein_for_DyP-type_peroxidase_and_ferritin-like_protein_oligomers	3028	2874	3260	2891	1995	2907	0	994	4473	1920	0	0	0	1990	0	1338	1878	794	2362	3321	1749	661	1947	0	4036	2192	0	0	2863	0
Energy-conserving_hydrogenase_(ferredoxin)_Ech	0	0	0	1	0	1	0	0	6	9	0	0	0	0	0	84	8	0	0	0	14	0	0	0	0	10	1	0	0	1
Entner-Doudoroff_Pathway	137945	131174	113657	122250	126775	152385	122611	107713	137959	94881	100519	180819	224616	83313	115004	119318	104514	126573	142687	131374	87481	96297	102200	107718	93146	94889	95741	102071	120256	94877
Erythromycin_resistance	14371	14114	12862	13521	12013	14514	0	5713	12193	5804	292	218	240	9580	275	6456	5454	6937	14178	14727	4652	5759	6025	10644	4171	6109	0	57	12070	0
Ethanolamine_utilization	66624	55477	46367	54051	54162	61368	30064	18699	48356	16634	15713	29811	97307	35737	10083	20363	19417	22167	65574	58196	14023	17085	18074	38191	14123	17758	37419	23009	54629	27863
Ethylmalonyl-CoA_pathway_of_C2_assimilation	0	67	2	40	52	69	25	0	27	4	0	0	0	44	0	0	0	0	33	0	0	0	0	0	0	0	0	0	41	0
Exopolysaccharide_Biosynthesis	8603	10056	8810	6534	9347	9496	2540	10384	3490	10170	2312	3625	8270	4635	1843	11172	9715	23039	13543	3890	20333	11963	14114	8203	26233	10576	6548	4538	7833	7293
Experimental-COG2515	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	253	0	0	0	0	0	358	0	0	0	0	0	0	0
Experimental-PTPS	34035	39218	26712	18392	38987	41457	20082	18103	21910	19008	12571	17446	42815	12913	14146	18513	17077	22064	29472	16325	16034	17780	18618	18301	19103	16324	14981	11469	30128	19231
Experimental-Ubiquinone_BiosynthesisVDC	27148	21017	19876	13805	12398	24739	19111	4706	31911	8587	6292	6647	25762	8348	5258	754	8788	5592	12623	13864	8922	5108	8761	31893	7783	8362	6696	3777	26284	6610
Experimental-yggC	8305	9026	8288	8477	9635	9888	4787	0	7664	0	6028	8789	10647	4702	7179	0	900	0	10608	8332	0	0	0	5942	15	0	4379	5177	6606	4216
Experimental_-_Histidine_Degradation	72681	62035	56549	52911	60865	68549	40477	47118	54890	43357	29687	42461	74471	24676	26781	52984	46146	56013	74956	64973	42347	44536	39694	39332	42644	46649	26427	26064	60168	24112
Extracellular_Polysaccharide_Biosynthesis_of_Streptococci	5726	6838	5756	3888	5546	5383	2807	268	2868	58	2961	3374	3855	5010	2529	100	76	231	8942	3172	22	138	111	4656	19	162	3252	2306	5312	4104
F0F1-type_ATP_synthase	71448	68024	67803	69451	68046	74024	56522	33586	70692	33336	55773	87986	137008	46904	60363	30743	40551	39330	72263	80420	28555	27086	24450	55253	27563	26212	38853	43413	60536	38521
F_plasmid_replication	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	22	0	0	55	0	0	0	0	0
Fap_amyloid_fiber_secretion_system	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	0	3281	0	0	3278
Fatty_Acid_Biosynthesis_FASI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3916	0	0	0	0	0	0	0	0	0	0	0	0
Fatty_Acid_Biosynthesis_FASII	127719	131451	126035	117528	133954	151142	69271	101691	133594	96366	58503	95988	116695	55125	64133	113340	104030	121404	144844	127834	91413	80532	96934	73161	100047	93278	65883	56152	124099	65727
Fatty_acid_degradation_regulons	50831	43477	44576	10417	46352	55110	421	51649	11658	44545	0	11239	15009	7261	1675	62021	45119	60627	52234	11670	46184	49425	52072	0	50174	47050	9519	8080	44027	9222
Fatty_acid_metabolism_cluster	36873	32536	29954	38	33807	41538	33	48606	48	41958	0	23	31	49	0	58276	41500	56705	38077	7	43760	46550	49744	61	47464	44149	3453	8	32292	3332
Fermentations:_Lactate	75217	63488	60523	65659	62138	73154	32915	35450	63227	25508	14289	18194	94828	43855	9097	28793	34316	40395	70066	63040	21188	25801	27360	49075	20784	29532	41992	18148	63007	29830
Fermentations:_Mixed_acid	167422	150931	143578	144881	151105	174639	99329	65235	146834	59531	60988	112922	216223	99331	71779	56797	65156	80476	163606	147210	47593	54327	52445	114306	49068	50386	82605	71919	140923	69651
Ferrous_iron_transporter_EfeUOB,_low-pH-induced	11148	8775	7735	8380	3960	9408	15301	0	8996	0	0	0	8761	8087	0	0	537	0	8929	7502	0	0	0	3266	0	0	4020	2859	10418	4165
Flagellar_motility	180	162	1151	373	42	61	59	9571	264	9007	0	25	0	158	88	12065	11120	11494	77	222	8743	9707	9746	3	9749	9239	30	76	143	19
Flagellum	23631	22844	24987	22388	21558	24179	23999	19518	21519	17581	23948	35171	43134	14105	23202	21825	20398	22563	22828	24435	15342	18675	17807	19417	15827	18029	17129	20474	19976	16777
Flagellum_in_Campylobacter	30278	27774	27877	27421	28641	30841	904	15743	25529	13822	0	0	0	276	0	15431	14375	19309	37662	30756	11438	14118	13538	0	13216	12682	20919	0	24276	20641
Flavocytochrome_C	56	15	2802	85	26	35	126	0	66	0	175	193	120	54	56	0	0	0	46	97	0	0	0	16	0	0	181	144	39	218
Flavodoxin	17939	15400	13732	14653	16940	17238	0	3875	4664	3581	3442	4833	6597	2982	3799	8700	9642	4101	19890	14930	8790	2899	7928	2936	8138	7252	2826	3907	14396	2865
Flavohaemoglobin	17752	18052	16932	13772	17245	20456	18976	3	19579	1196	18974	25575	37702	10135	20206	0	446	0	17476	14170	0	14	0	16210	0	0	13339	16387	16173	13027
Folate_Biosynthesis	86666	94157	69794	50239	91217	92467	24766	32070	59006	36871	21788	33115	46827	18534	22837	22185	34322	41089	87283	34085	33538	33527	34372	60793	33293	33188	41991	19322	73369	45936
Formaldehyde_assimilation:_Ribulose_monophosphate_pathway	0	0	38	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0
Formate_dehydrogenase	16057	27321	27054	16147	22339	21591	8047	0	15282	177	12798	17801	29712	9252	23743	0	1964	0	22963	18393	0	42	0	21030	131	0	8462	10862	12755	8577
Formate_hydrogenase	35252	59523	76482	43773	56942	52225	22042	40	34626	203	21017	36392	48217	18082	38408	0	4381	3	47600	45395	9	62	0	37847	55	0	20639	25321	28936	20516
Fratricide_in_Streptococcus	1216	3789	2201	736	2708	2716	475	87	1885	0	441	1348	910	990	373	0	0	465	751	321	0	37	0	1602	0	0	1529	530	1661	1551
Fructooligosaccharides(FOS)_and_Raffinose_Utilization	46674	39609	37643	28836	44435	45769	10701	32924	23034	31565	6301	14734	21899	25616	7308	31192	35490	48962	46418	32598	32783	25631	38918	46780	71891	38383	36640	15373	37170	36237
Fructose_and_Mannose_Inducible_PTS	24070	25189	22287	23323	22650	25332	1824	0	19461	25	6451	28045	34855	14432	25348	0	44	197	28643	25755	4	0	13	21619	40	0	12553	13352	21259	12500
Fructose_utilization	33935	39279	34381	33547	46495	38655	0	7616	28044	9512	0	29531	28255	14175	20183	8538	9057	8722	52292	34463	6292	8007	7956	17691	7351	6960	22575	13810	27498	22031
Fructoselysine_(Amadori_product)_utilization_pathway	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	18	0	1	0	0
G3E_family_of_P-loop_GTPases_(metallocenter_biosynthesis)	36039	39612	40511	33354	32282	40461	22652	36911	52073	39175	12889	42650	44207	20613	41052	50396	36261	44616	46155	33962	33359	38137	37895	26048	33988	33649	27498	20602	30453	25478
GABA_and_putrescine_metabolism_from_cluters	12476	9430	9835	8015	7411	11144	12860	0	14447	0	1572	1184	23587	7600	2454	5	1044	0	1151	8672	0	33	0	8655	12	0	0	5686	12523	0
Galactose-inducible_PTS	25374	26307	24050	22978	26725	27125	3582	0	20664	0	2941	28416	34624	16997	20552	0	266	0	27552	24649	0	0	1	22848	0	0	14915	14414	21554	14769
Galactosylceramide_and_Sulfatide_metabolism	46040	9723	7505	4975	41860	6041	1893	252433	7099	259876	2563	3147	3563	2514	1790	281203	264106	272317	6842	6638	284392	222355	256569	37450	237184	228177	34340	4825	35644	37233
General_Secretion_Pathway	7920	5546	2243	2973	3020	3178	0	0	2120	0	0	0	0	2224	0	0	190	1304	8146	3387	0	0	0	0	0	0	1722	2365	6240	1776
Gentisare_degradation	0	0	0	0	0	0	0	3161	0	2955	0	0	0	0	0	4607	2822	3831	0	0	3102	3651	3315	0	3200	3157	0	0	0	0
Glutamate-mediated_methylamine_utilization_pathway	25110	31910	30696	32089	26275	32321	19768	30171	34158	28235	22861	42565	42348	17838	36896	26913	29961	36693	33227	35430	22569	26150	21712	25132	17369	19835	18463	18638	22212	18220
Glutamate_and_Aspartate_uptake_in_Bacteria	7849	8225	8724	6228	7979	9180	6460	10379	7446	8851	0	0	0	0	0	9275	12110	12399	0	7376	6959	9176	8390	8476	9276	8727	0	0	6756	0
Glutamate_dehydrogenases	29276	28291	26360	24826	23686	29093	25767	27485	28543	24024	17361	37282	47051	17330	25001	31830	25507	30916	29263	27157	22014	25313	25279	21290	23273	25824	15205	21187	25627	15320
Glutamate_transporter_involved_in_acid_tolerance_in_Streptococcus	1738	2197	2856	2574	1230	1135	2114	294	315	251	2858	3672	3767	2381	1095	132	413	302	5299	211	109	360	138	4326	0	175	2726	1805	1352	2676
Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis	151311	149017	143898	143473	130847	153063	111503	174778	152855	165758	65280	173463	193008	92068	112116	198028	179405	206828	158895	142651	143049	171394	159932	112567	150550	158123	94390	92235	127208	92392
Glutamine_synthetases	23596	27067	25589	27379	20528	25784	30302	40454	24940	34977	22861	48103	51031	16459	20582	46146	39331	47014	24605	28328	31760	36322	34565	24873	31984	35357	20548	23875	20644	20213
Glutaredoxin_3_and_Glutathione_synthetase_cluster	2246	1493	1570	1303	1015	1836	3111	0	2655	0	0	0	6064	1373	0	0	78	0	532	1343	0	0	0	2521	0	0	0	1214	2354	0
Glutaredoxin_3_containing_cluster	19030	18628	17339	17317	16228	19100	1933	6734	17147	6522	0	2225	5202	1653	2796	7715	7495	8565	19944	17683	5363	6696	6654	2800	5502	6533	1069	1748	16019	1092
Glutaredoxin_3_containing_cluster_2	0	0	0	0	0	0	0	0	0	2752	0	0	0	0	0	0	2864	0	0	0	2760	0	0	0	2826	0	0	0	0	0
Glutaredoxins	6410	7523	7092	5405	6544	7307	1695	26	2354	45	1531	2397	4136	1671	3202	2	533	130	6496	5876	0	3	0	2542	21	0	860	1430	5526	818
Glutathione-dependent_pathway_of_formaldehyde_detoxification	6735	4252	4388	3519	4114	5038	4776	0	6596	0	1571	2849	10574	3264	4331	0	508	0	1581	4848	17	0	0	6680	0	0	1604	2673	6561	1648
Glutathione-regulated_potassium-efflux_system_and_associated_functions	0	12872	14119	9310	14180	16076	0	2	9584	3095	0	0	0	0	0	0	4064	7	646	8732	0	3868	0	0	35	0	0	0	419	0
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	16738	17167	17926	13355	16865	18685	10129	0	14073	0	10467	11089	29063	10564	13639	0	0	0	17922	17194	0	1	0	16728	0	0	6560	8873	14588	6525
Glutathione:_Non-redox_reactions	12928	6388	6133	5376	6351	6555	3649	3864	4991	4026	435	277	8266	4208	4789	5662	4636	4628	7226	6248	4169	4415	4463	4700	4320	4367	6168	3228	10570	6134
Glutathione:_Redox_cycle	13448	16803	15680	13855	16542	17279	3104	25	6911	257	4029	6442	9443	5302	9221	2	535	130	18864	13820	0	1	0	5383	21	0	3959	3524	11077	3782
Glutathionylspermidine_and_Trypanothione	9365	14644	13023	9315	15618	15150	3232	70	7732	136	4264	8664	13700	5395	10381	0	1023	0	13811	10413	0	29	0	9734	64	0	4949	5782	7693	4963
Glycerate_metabolism	24482	33685	32538	23517	25882	33329	23262	13265	23728	14534	0	37692	42039	14989	22302	13055	16601	15057	27200	25229	12288	11326	14220	23079	12220	10458	18808	19437	24897	18503
Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	67531	77766	72553	58312	82581	90635	23900	6747	48631	6797	33397	54011	60263	21703	44126	7715	7960	8565	79279	66076	5363	6696	16340	48929	17259	6533	27912	26304	61099	27973
Glycerol_fermenation_to_1,3-propanediol	2204	1594	523	936	9425	10516	690	3	1694	25	1600	2052	2618	1188	676	0	283	8	2303	861	4	2	21	7522	1056	0	5118	1590	6709	5037
Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	153717	173423	164968	138636	179387	188601	57296	44740	125419	45123	51160	88730	126926	60675	64023	41113	54656	59103	165374	141671	36420	40758	40029	92390	43831	38730	52081	48514	131850	50146
Glycine_Biosynthesis	32220	28510	25806	22478	23505	29066	27167	32550	29253	29766	26509	39400	51077	14297	26089	41417	32083	40815	31870	28827	25889	30719	28593	19976	26426	31080	22133	23564	26993	21613
Glycine_and_Serine_Utilization	107592	108858	96246	84512	97470	123425	70182	79760	107786	73900	55176	80747	132269	57369	53252	104774	79964	101570	115493	88899	72336	76261	79292	81117	71019	83160	47849	65083	102423	47133
Glycine_cleavage_system	55400	46570	39108	36308	38308	54628	42460	38751	50575	36472	25192	41262	88096	26403	31995	37747	38417	48592	42965	37858	36776	26076	37235	46136	38658	37397	22147	34316	48492	21826
Glycine_reductase,_sarcosine_reductase_and_betaine_reductase	36826	32480	30255	33279	36711	37247	266	17895	26553	18726	1687	3066	35055	12834	1624	20075	18963	21999	37238	2870	16748	17513	19180	14639	16452	16633	1163	1432	29768	1225
Glycogen_metabolism	138171	132669	105725	122162	136560	151873	76229	71208	87880	60502	101853	144425	171862	74797	81551	71853	72260	83021	153075	127994	53727	69499	56837	100601	51979	61469	67227	79653	112387	66577
